iter	Passed	Remaining
1498	217291	2681865
1499	217436	2681718
1500	217590	2681688
1501	217744	2681645
1502	217894	2681562
1503	218048	2681528
1504	218188	2681326
1505	218331	2681151
1506	218473	2680973
1507	218609	2680724
1508	218754	2680572
1509	218896	2680399
1510	219033	2680156
1511	219172	2679930
1512	219320	2679823
1513	219468	2679719
1514	219618	2679641
1515	219775	2679631
1516	219927	2679582
1517	220081	2679536
1518	220231	2679462
1519	220382	2679382
1520	220531	2679292
1521	220684	2679248
1522	220837	2679189
1523	220995	2679205
1524	221147	2679144
1525	221297	2679066
1526	221447	2678975
1527	221590	2678803
1528	221730	2678607
1529	221878	2678493
1530	222027	2678391
1531	222174	2678277
1532	222322	2678166
1533	222473	2678090
1534	222619	2677956
1535	222766	2677838
1536	222915	2677740
1537	223063	2677627
1538	223217	2677592
1539	223367	2677509
1540	223511	2677352
1541	223658	2677224
1542	223800	2677054
1543	223937	2676803
1544	224075	2676580
1545	224220	2676432
1546	224369	2676331
1547	224520	2676259
1548	224663	2676095
1549	224810	2675972
1550	224959	2675870
1551	225103	2675717
1552	225251	2675601
1553	225400	2675504
1554	225543	2675332
1555	225684	2675148
1556	225821	2674909
1557	225959	2674670
1558	226099	2674475
1559	226241	2674288
1560	226391	2674202
1561	226548	2674195
1562	226693	2674058
1563	226842	2673961
1564	226989	2673834
1565	227135	2673702
1566	227284	2673602
1567	227437	2673550
1568	227582	2673406
1569	227731	2673303
1570	227867	2673052
1571	228004	2672820
1572	228147	2672649
1573	228287	2672448
1574	228431	2672291
1575	228578	2672164
1576	228729	2672092
1577	228878	2671986
1578	229027	2671891
1579	229176	2671794
1580	229315	2671572
1581	229452	2671338
1582	229591	2671127
1583	229735	2670969
1584	229875	2670765
1585	230011	2670509
1586	230146	2670250
1587	230298	2670181
1588	230442	2670023
1589	230591	2669926
1590	230740	2669836
1591	230887	2669714
1592	231036	2669608
1593	231184	2669500
1594	231329	2669350
1595	231471	2669169
1596	231617	2669044
1597	231764	2668919
1598	231919	2668885
1599	232069	2668802
1600	232213	2668644
1601	232352	2668426
1602	232490	2668200
1603	232626	2667953
1604	232762	2667705
1605	232898	2667455
1606	233039	2667261
1607	233185	2667130
1608	233328	2666960
1609	233477	2666860
1610	233623	2666725
1611	233773	2666646
1612	233929	2666623
1613	234083	2666584
1614	234236	2666528
1615	234386	2666438
1616	234532	2666298
1617	234679	2666175
1618	234828	2666081
1619	234980	2666013
1620	235129	2665912
1621	235288	2665925
1622	235430	2665747
1623	235572	2665572
1624	235721	2665466
1625	235866	2665315
1626	236004	2665100
1627	236141	2664864
1628	236294	2664806
1629	236444	2664717
1630	236590	2664584
1631	236738	2664470
1632	236885	2664341
1633	237036	2664272
1634	237190	2664227
1635	237342	2664158
1636	237494	2664091
1637	237645	2664007
1638	237790	2663862
1639	237928	2663643
1640	238071	2663469
1641	238213	2663296
1642	238364	2663216
1643	238516	2663143
1644	238670	2663103
1645	238816	2662966
1646	238957	2662776
1647	239097	2662570
1648	239240	2662405
1649	239386	2662273
1650	239538	2662198
1651	239685	2662076
1652	239824	2661865
1653	239962	2661639
1654	240098	2661395
1655	240246	2661284
1656	240400	2661238
1657	240553	2661180
1658	240711	2661180
1659	240865	2661126
1660	241010	2660983
1661	241155	2660830
1662	241299	2660680
1663	241438	2660468
1664	241588	2660380
1665	241733	2660224
1666	241880	2660107
1667	242019	2659894
1668	242160	2659706
1669	242308	2659584
1670	242457	2659491
1671	242609	2659412
1672	242760	2659338
1673	242910	2659246
1674	243056	2659109
1675	243201	2658969
1676	243347	2658826
1677	243496	2658724
1678	243647	2658642
1679	243794	2658516
1680	243941	2658393
1681	244079	2658178
1682	244226	2658050
1683	244375	2657942
1684	244518	2657782
1685	244664	2657644
1686	244804	2657447
1687	244948	2657279
1688	245090	2657106
1689	245235	2656957
1690	245376	2656768
1691	245523	2656650
1692	245669	2656509
1693	245815	2656377
1694	245960	2656230
1695	246106	2656091
1696	246253	2655973
1697	246394	2655778
1698	246529	2655529
1699	246668	2655314
1700	246809	2655122
1701	246949	2654930
1702	247094	2654773
1703	247243	2654673
1704	247387	2654523
1705	247532	2654369
1706	247680	2654260
1707	247831	2654175
1708	247978	2654052
1709	248126	2653937
1710	248279	2653875
1711	248428	2653771
1712	248574	2653638
1713	248719	2653489
1714	248855	2653253
1715	248994	2653034
1716	249132	2652822
1717	249287	2652773
1718	249438	2652692
1719	249582	2652538
1720	249730	2652421
1721	249874	2652271
1722	250016	2652087
1723	250164	2651974
1724	250315	2651895
1725	250471	2651865
1726	250619	2651751
1727	250757	2651525
1728	250894	2651300
1729	251030	2651060
1730	251174	2650903
1731	251320	2650760
1732	251470	2650665
1733	251623	2650606
1734	251768	2650464
1735	251914	2650327
1736	252057	2650156
1737	252199	2649984
1738	252342	2649815
1739	252477	2649562
1740	252618	2649379
1741	252758	2649178
1742	252895	2648941
1743	253033	2648730
1744	253180	2648599
1745	253330	2648512
1746	253479	2648401
1747	253637	2648397
1748	253782	2648251
1749	253930	2648131
1750	254075	2647985
1751	254222	2647856
1752	254373	2647775
1753	254516	2647610
1754	254662	2647469
1755	254813	2647390
1756	254960	2647261
1757	255108	2647151
1758	255249	2646961
1759	255391	2646779
1760	255529	2646563
1761	255670	2646379
1762	255811	2646191
1763	255952	2646001
1764	256091	2645795
1765	256236	2645647
1766	256382	2645514
1767	256536	2645460
1768	256687	2645376
1769	256832	2645228
1770	256977	2645085
1771	257126	2644973
1772	257270	2644826
1773	257418	2644706
1774	257562	2644550
1775	257708	2644412
1776	257853	2644267
1777	258004	2644180
1778	258152	2644072
1779	258291	2643863
1780	258433	2643687
1781	258582	2643581
1782	258716	2643322
1783	258851	2643068
1784	258985	2642813
1785	259131	2642672
1786	259276	2642530
1787	259426	2642437
1788	259571	2642287
1789	259716	2642147
1790	259868	2642068
1791	260017	2641960
1792	260166	2641856
1793	260315	2641756
1794	260459	2641591
1795	260610	2641507
1796	260756	2641377
1797	260902	2641236
1798	261045	2641069
1799	261188	2640909
1800	261333	2640758
1801	261476	2640594
1802	261614	2640379
1803	261748	2640122
1804	261886	2639898
1805	262023	2639674
1806	262170	2639554
1807	262321	2639467
1808	262471	2639373
1809	262616	2639223
1810	262762	2639086
1811	262911	2638983
1812	263063	2638906
1813	263216	2638835
1814	263376	2638841
1815	263530	2638786
1816	263679	2638679
1817	263837	2638663
1818	263984	2638539
1819	264134	2638439
1820	264274	2638250
1821	264420	2638109
1822	264568	2637995
1823	264710	2637818
1824	264853	2637648
1825	264994	2637469
1826	265138	2637309
1827	265285	2637178
1828	265439	2637119
1829	265593	2637067
1830	265749	2637030
1831	265904	2636981
1832	266052	2636865
1833	266201	2636760
1834	266355	2636697
1835	266512	2636670
1836	266667	2636626
1837	266816	2636516
1838	266955	2636310
1839	267096	2636130
1840	267243	2635994
1841	267390	2635877
1842	267533	2635703
1843	267685	2635630
1844	267830	2635481
1845	267968	2635263
1846	268117	2635161
1847	268263	2635025
1848	268413	2634921
1849	268562	2634814
1850	268710	2634702
1851	268862	2634620
1852	269016	2634559
1853	269167	2634475
1854	269304	2634248
1855	269445	2634057
1856	269589	2633905
1857	269731	2633724
1858	269875	2633573
1859	270021	2633440
1860	270169	2633319
1861	270318	2633206
1862	270465	2633082
1863	270613	2632961
1864	270760	2632832
1865	270915	2632786
1866	271065	2632692
1867	271212	2632558
1868	271353	2632380
1869	271497	2632214
1870	271642	2632073
1871	271784	2631892
1872	271923	2631688
1873	272072	2631585
1874	272223	2631498
1875	272372	2631380
1876	272516	2631232
1877	272664	2631109
1878	272803	2630907
1879	272951	2630789
1880	273103	2630704
1881	273253	2630606
1882	273395	2630431
1883	273540	2630289
1884	273686	2630148
1885	273834	2630027
1886	273969	2629788
1887	274116	2629663
1888	274266	2629558
1889	274416	2629458
1890	274557	2629278
1891	274700	2629114
1892	274840	2628916
1893	274979	2628714
1894	275128	2628602
1895	275277	2628491
1896	275430	2628426
1897	275580	2628324
1898	275730	2628220
1899	275876	2628087
1900	276028	2628008
1901	276178	2627911
1902	276325	2627781
1903	276467	2627605
1904	276604	2627378
1905	276748	2627222
1906	276886	2627009
1907	277027	2626828
1908	277176	2626713
1909	277323	2626589
1910	277478	2626534
1911	277630	2626455
1912	277784	2626392
1913	277937	2626317
1914	278083	2626181
1915	278228	2626033
1916	278380	2625957
1917	278534	2625895
1918	278679	2625747
1919	278825	2625604
1920	278966	2625419
1921	279114	2625302
1922	279269	2625245
1923	279424	2625197
1924	279579	2625140
1925	279735	2625097
1926	279887	2625014
1927	280045	2624986
1928	280191	2624851
1929	280339	2624733
1930	280485	2624590
1931	280641	2624553
1932	280788	2624417
1933	280933	2624276
1934	281087	2624211
1935	281240	2624132
1936	281395	2624084
1937	281550	2624031
1938	281706	2623979
1939	281859	2623909
1940	282012	2623830
1941	282168	2623785
1942	282314	2623648
1943	282465	2623557
1944	282619	2623494
1945	282773	2623431
1946	282923	2623330
1947	283071	2623206
1948	283208	2622982
1949	283346	2622770
1950	283490	2622618
1951	283630	2622419
1952	283767	2622196
1953	283906	2621990
1954	284054	2621876
1955	284204	2621770
1956	284352	2621651
1957	284502	2621550
1958	284650	2621429
1959	284799	2621319
1960	284945	2621183
1961	285101	2621135
1962	285250	2621018
1963	285399	2620912
1964	285544	2620763
1965	285685	2620577
1966	285828	2620408
1967	285979	2620313
1968	286132	2620241
1969	286282	2620134
1970	286428	2620002
1971	286577	2619892
1972	286726	2619780
1973	286866	2619581
1974	287008	2619407
1975	287160	2619325
1976	287309	2619210
1977	287453	2619057
1978	287592	2618853
1979	287731	2618651
1980	287872	2618461
1981	288016	2618307
1982	288165	2618193
1983	288315	2618093
1984	288465	2617992
1985	288618	2617912
1986	288763	2617766
1987	288909	2617629
1988	289055	2617482
1989	289196	2617298
1990	289338	2617128
1991	289496	2617093
1992	289647	2616998
1993	289789	2616822
1994	289930	2616638
1995	290083	2616564
1996	290233	2616463
1997	290384	2616365
1998	290538	2616302
1999	290693	2616245
2000	290847	2616177
2001	291002	2616114
2002	291156	2616044
2003	291315	2616026
2004	291470	2615967
2005	291625	2615910
2006	291773	2615781
2007	291915	2615606
2008	292071	2615556
2009	292221	2615459
2010	292377	2615404
2011	292531	2615338
2012	292678	2615205
2013	292830	2615115
2014	292974	2614962
2015	293131	2614923
2016	293283	2614833
2017	293438	2614775
2018	293589	2614675
2019	293738	2614561
2020	293886	2614438
2021	294038	2614351
2022	294187	2614243
2023	294338	2614140
2024	294492	2614077
2025	294639	2613941
2026	294783	2613789
2027	294932	2613667
2028	295086	2613599
2029	295258	2613692
2030	295411	2613616
2031	295571	2613596
2032	295722	2613502
2033	295867	2613347
2034	296027	2613334
2035	296174	2613200
2036	296328	2613128
2037	296472	2612969
2038	296607	2612731
2039	296745	2612526
2040	296886	2612339
2041	297042	2612290
2042	297195	2612207
2043	297345	2612099
2044	297500	2612041
2045	297652	2611947
2046	297801	2611840
2047	297952	2611743
2048	298097	2611588
2049	298241	2611432
2050	298382	2611244
2051	298523	2611064
2052	298665	2610884
2053	298811	2610744
2054	298960	2610629
2055	299112	2610545
2056	299265	2610461
2057	299424	2610432
2058	299576	2610343
2059	299725	2610229
2060	299871	2610093
2061	300023	2610000
2062	300172	2609884
2063	300330	2609852
2064	300489	2609819
2065	300641	2609728
2066	300782	2609549
2067	300924	2609371
2068	301074	2609267
2069	301225	2609162
2070	301371	2609027
2071	301519	2608897
2072	301656	2608682
2073	301799	2608510
2074	301941	2608334
2075	302097	2608280
2076	302248	2608182
2077	302397	2608065
2078	302549	2607975
2079	302700	2607880
2080	302847	2607751
2081	302995	2607624
2082	303140	2607478
2083	303280	2607280
2084	303427	2607150
2085	303572	2607000
2086	303719	2606865
2087	303863	2606702
2088	304011	2606578
2089	304160	2606462
2090	304310	2606361
2091	304455	2606212
2092	304606	2606113
2093	304758	2606016
2094	304905	2605888
2095	305055	2605778
2096	305199	2605623
2097	305352	2605540
2098	305501	2605426
2099	305644	2605252
2100	305789	2605101
2101	305934	2604956
2102	306080	2604814
2103	306228	2604686
2104	306376	2604565
2105	306529	2604484
2106	306674	2604334
2107	306828	2604254
2108	306984	2604199
2109	307129	2604052
2110	307267	2603841
2111	307407	2603651
2112	307548	2603468
2113	307693	2603313
2114	307839	2603172
2115	307994	2603104
2116	308140	2602962
2117	308292	2602876
2118	308444	2602782
2119	308602	2602742
2120	308754	2602648
2121	308904	2602539
2122	309056	2602447
2123	309208	2602355
2124	309353	2602211
2125	309501	2602085
2126	309647	2601937
2127	309784	2601727
2128	309929	2601575
2129	310085	2601518
2130	310234	2601399
2131	310381	2601268
2132	310530	2601146
2133	310681	2601047
2134	310829	2600921
2135	310972	2600755
2136	311114	2600583
2137	311258	2600417
2138	311398	2600224
2139	311543	2600080
2140	311684	2599896
2141	311828	2599734
2142	311977	2599621
2143	312131	2599543
2144	312279	2599421
2145	312432	2599332
2146	312581	2599213
2147	312730	2599100
2148	312877	2598963
2149	313028	2598860
2150	313176	2598735
2151	313327	2598638
2152	313482	2598570
2153	313633	2598468
2154	313772	2598266
2155	313919	2598136
2156	314065	2597995
2157	314206	2597807
2158	314352	2597664
2159	314496	2597511
2160	314639	2597344
2161	314779	2597145
2162	314923	2596994
2163	315079	2596931
2164	315230	2596826
2165	315385	2596758
2166	315535	2596655
2167	315688	2596569
2168	315845	2596517
2169	315997	2596423
2170	316146	2596307
2171	316294	2596178
2172	316433	2595980
2173	316580	2595841
2174	316725	2595692
2175	316868	2595522
2176	317015	2595392
2177	317161	2595248
2178	317313	2595158
2179	317458	2595007
2180	317608	2594892
2181	317759	2594795
2182	317908	2594677
2183	318051	2594510
2184	318191	2594317
2185	318341	2594206
2186	318485	2594050
2187	318632	2593911
2188	318780	2593782
2189	318929	2593672
2190	319081	2593573
2191	319230	2593456
2192	319377	2593321
2193	319529	2593227
2194	319683	2593151
2195	319849	2593168
2196	320014	2593180
2197	320166	2593090
2198	320319	2593001
2199	320471	2592906
2200	320623	2592810
2201	320761	2592605
2202	320913	2592512
2203	321071	2592463
2204	321226	2592393
2205	321367	2592210
2206	321507	2592019
2207	321659	2591923
2208	321799	2591727
2209	321955	2591672
2210	322117	2591652
2211	322269	2591556
2212	322420	2591455
2213	322575	2591385
2214	322724	2591265
2215	322877	2591176
2216	323021	2591021
2217	323175	2590939
2218	323323	2590810
2219	323463	2590620
2220	323603	2590427
2221	323741	2590225
2222	323888	2590086
2223	324057	2590126
2224	324212	2590061
2225	324362	2589948
2226	324512	2589837
2227	324670	2589783
2228	324825	2589711
2229	324978	2589626
2230	325143	2589632
2231	325309	2589651
2232	325474	2589656
2233	325642	2589688
2234	325800	2589637
2235	325957	2589583
2236	326140	2589732
2237	326333	2589962
2238	326509	2590055
2239	326687	2590161
2240	326838	2590062
2241	327085	2590712
2242	327244	2590677
2243	327400	2590610
2244	327548	2590480
2245	327703	2590404
2246	327865	2590382
2247	328018	2590299
2248	328173	2590222
2249	328346	2590285
2250	328502	2590225
2251	328657	2590145
2252	328811	2590065
2253	328962	2589958
2254	329104	2589785
2255	329255	2589672
2256	329407	2589577
2257	329553	2589430
2258	329704	2589324
2259	329856	2589224
2260	330009	2589138
2261	330159	2589025
2262	330308	2588903
2263	330471	2588887
2264	330626	2588814
2265	330784	2588757
2266	330937	2588673
2267	331088	2588562
2268	331242	2588481
2269	331426	2588629
2270	331583	2588568
2271	331739	2588499
2272	331890	2588397
2273	332034	2588230
2274	332182	2588102
2275	332326	2587940
2276	332464	2587733
2277	332604	2587539
2278	332747	2587372
2279	332899	2587270
2280	333049	2587157
2281	333201	2587054
2282	333360	2587013
2283	333512	2586912
2284	333668	2586842
2285	333832	2586839
2286	333987	2586761
2287	334143	2586689
2288	334301	2586638
2289	334458	2586574
2290	334611	2586487
2291	334779	2586505
2292	334939	2586465
2293	335088	2586346
2294	335239	2586237
2295	335386	2586096
2296	335532	2585952
2297	335677	2585793
2298	335824	2585654
2299	335972	2585526
2300	336121	2585404
2301	336270	2585277
2302	336415	2585127
2303	336567	2585025
2304	336725	2584970
2305	336877	2584872
2306	337022	2584716
2307	337179	2584656
2308	337328	2584529
2309	337475	2584390
2310	337629	2584304
2311	337780	2584193
2312	337928	2584064
2313	338080	2583961
2314	338229	2583841
2315	338386	2583773
2316	338544	2583725
2317	338700	2583647
2318	338851	2583538
2319	339015	2583532
2320	339163	2583403
2321	339317	2583316
2322	339472	2583233
2323	339627	2583152
2324	339784	2583092
2325	339937	2583002
2326	340087	2582881
2327	340238	2582770
2328	340389	2582662
2329	340539	2582544
2330	340697	2582488
2331	340860	2582471
2332	341018	2582412
2333	341191	2582473
2334	341357	2582475
2335	341514	2582412
2336	341661	2582273
2337	341812	2582164
2338	341972	2582120
2339	342129	2582056
2340	342272	2581883
2341	342408	2581663
2342	342550	2581479
2343	342690	2581289
2344	342840	2581172
2345	343003	2581153
2346	343162	2581105
2347	343328	2581107
2348	343488	2581063
2349	343647	2581010
2350	343802	2580931
2351	343954	2580827
2352	344100	2580678
2353	344266	2580685
2354	344419	2580588
2355	344572	2580489
2356	344728	2580421
2357	344886	2580359
2358	345038	2580254
2359	345209	2580297
2360	345373	2580280
2361	345533	2580234
2362	345686	2580138
2363	345836	2580024
2364	345992	2579950
2365	346141	2579819
2366	346288	2579682
2367	346453	2579671
2368	346609	2579600
2369	346771	2579569
2370	346930	2579517
2371	347090	2579477
2372	347244	2579386
2373	347422	2579470
2374	347588	2579473
2375	347757	2579491
2376	347917	2579451
2377	348076	2579394
2378	348231	2579313
2379	348392	2579276
2380	348547	2579195
2381	348707	2579146
2382	348868	2579108
2383	349024	2579029
2384	349173	2578907
2385	349342	2578923
2386	349497	2578845
2387	349654	2578774
2388	349814	2578726
2389	349969	2578643
2390	350119	2578526
2391	350283	2578511
2392	350434	2578393
2393	350595	2578355
2394	350762	2578363
2395	350923	2578319
2396	351086	2578298
2397	351277	2578480
2398	351443	2578474
2399	351606	2578449
2400	351781	2578511
2401	351958	2578584
2402	352146	2578743
2403	352330	2578868
2404	352499	2578891
2405	352697	2579115
2406	352951	2579758
2407	353126	2579818
2408	353303	2579889
2409	353473	2579918
2410	353651	2579997
2411	353824	2580045
2412	354006	2580153
2413	354170	2580135
2414	354334	2580109
2415	354490	2580036
2416	354659	2580049
2417	354819	2580002
2418	354981	2579959
2419	355144	2579934
2420	355302	2579866
2421	355454	2579762
2422	355639	2579889
2423	355806	2579888
2424	355966	2579838
2425	356117	2579721
2426	356306	2579881
2427	356460	2579785
2428	356612	2579678
2429	356776	2579656
2430	356936	2579602
2431	357092	2579526
2432	357278	2579658
2433	357468	2579823
2434	357626	2579759
2435	357789	2579725
2436	357955	2579715
2437	358107	2579611
2438	358272	2579590
2439	358424	2579483
2440	358580	2579399
2441	358736	2579316
2442	358893	2579242
2443	359051	2579179
2444	359221	2579195
2445	359382	2579148
2446	359546	2579126
2447	359705	2579066
2448	359861	2578980
2449	360013	2578870
2450	360184	2578893
2451	360350	2578887
2452	360510	2578832
2453	360665	2578740
2454	360827	2578701
2455	360979	2578592
2456	361150	2578616
2457	361311	2578571
2458	361475	2578543
2459	361634	2578482
2460	361792	2578411
2461	361942	2578289
2462	362106	2578262
2463	362256	2578139
2464	362415	2578078
2465	362573	2578009
2466	362731	2577936
2467	362882	2577819
2468	363045	2577785
2469	363204	2577719
2470	363368	2577692
2471	363530	2577656
2472	363693	2577620
2473	363861	2577621
2474	364055	2577810
2475	364219	2577782
2476	364411	2577951
2477	364572	2577898
2478	364797	2578306
2479	364964	2578300
2480	365123	2578234
2481	365288	2578210
2482	365484	2578411
2483	365636	2578295
2484	365792	2578208
2485	365948	2578125
2486	366105	2578044
2487	366262	2577970
2488	366417	2577874
2489	366569	2577763
2490	366740	2577782
2491	366905	2577758
2492	367067	2577716
2493	367225	2577648
2494	367383	2577572
2495	367543	2577517
2496	367730	2577646
2497	367900	2577660
2498	368057	2577583
2499	368222	2577557
2500	368377	2577466
2501	368528	2577343
2502	368689	2577294
2503	368842	2577186
