iter	Passed	Remaining
692	100479	2799367
693	100632	2799442
694	100777	2799280
695	100925	2799239
696	101071	2799127
697	101219	2799043
698	101363	2798867
699	101505	2798641
700	101643	2798325
701	101790	2798224
702	101939	2798175
703	102086	2798108
704	102235	2798069
705	102384	2798017
706	102534	2798016
707	102681	2797917
708	102831	2797924
709	102979	2797848
710	103121	2797636
711	103263	2797405
712	103408	2797245
713	103551	2797037
714	103686	2796641
715	103828	2796416
716	103975	2796322
717	104119	2796134
718	104264	2796002
719	104413	2795953
720	104562	2795913
721	104711	2795872
722	104859	2795806
723	104998	2795518
724	105136	2795170
725	105271	2794769
726	105408	2794418
727	105549	2794156
728	105690	2793918
729	105832	2793698
730	105975	2793500
731	106118	2793304
732	106266	2793233
733	106408	2793015
734	106550	2792794
735	106696	2792663
736	106847	2792683
737	106992	2792540
738	107138	2792421
739	107282	2792249
740	107422	2791980
741	107558	2791589
742	107695	2791249
743	107844	2791198
744	107991	2791115
745	108133	2790892
746	108280	2790789
747	108424	2790617
748	108566	2790396
749	108702	2790018
750	108854	2790068
751	109014	2790314
752	109161	2790212
753	109300	2789913
754	109438	2789586
755	109579	2789346
756	109719	2789085
757	109868	2789045
758	110020	2789078
759	110169	2789026
760	110322	2789079
761	110473	2789090
762	110622	2789045
763	110770	2788987
764	110920	2788968
765	111063	2788777
766	111207	2788607
767	111350	2788398
768	111488	2788074
769	111623	2787685
770	111770	2787582
771	111917	2787499
772	112067	2787479
773	112214	2787396
774	112360	2787272
775	112510	2787248
776	112655	2787106
777	112804	2787052
778	112949	2786916
779	113093	2786729
780	113236	2786537
781	113377	2786315
782	113519	2786078
783	113664	2785933
784	113812	2785861
785	113957	2785722
786	114099	2785496
787	114248	2785462
788	114400	2785473
789	114546	2785365
790	114693	2785274
791	114838	2785113
792	114979	2784876
793	115111	2784428
794	115245	2784018
795	115387	2783796
796	115527	2783537
797	115665	2783226
798	115817	2783242
799	115962	2783089
800	116101	2782819
801	116247	2782689
802	116396	2782644
803	116540	2782487
804	116685	2782322
805	116831	2782204
806	116980	2782161
807	117124	2781985
808	117266	2781774
809	117401	2781393
810	117539	2781081
811	117680	2780846
812	117830	2780819
813	117972	2780609
814	118113	2780376
815	118255	2780173
816	118403	2780095
817	118552	2780049
818	118701	2780002
819	118848	2779897
820	118991	2779703
821	119131	2779453
822	119264	2779020
823	119400	2778662
824	119535	2778285
825	119679	2778133
826	119829	2778095
827	119970	2777857
828	120119	2777816
829	120270	2777814
830	120417	2777726
831	120565	2777648
832	120711	2777517
833	120861	2777502
834	121002	2777270
835	121140	2776951
836	121279	2776682
837	121416	2776340
838	121551	2775982
839	121690	2775708
840	121838	2775622
841	121987	2775570
842	122136	2775525
843	122280	2775350
844	122426	2775238
845	122574	2775167
846	122720	2775045
847	122862	2774829
848	123011	2774777
849	123159	2774720
850	123301	2774495
851	123441	2774238
852	123574	2773825
853	123719	2773701
854	123867	2773617
855	124014	2773512
856	124164	2773482
857	124309	2773354
858	124453	2773180
859	124599	2773064
860	124747	2772998
861	124880	2772585
862	125017	2772259
863	125061	2769873
864	125200	2769616
865	125340	2769363
866	125473	2768960
867	125607	2768578
868	125749	2768372
869	125893	2768199
870	126037	2768049
871	126186	2768002
872	126330	2767847
873	126474	2767679
874	126621	2767578
875	126775	2767649
876	126919	2767481
877	127066	2767389
878	127216	2767349
879	127366	2767333
880	127510	2767155
881	127649	2766889
882	127793	2766730
883	127933	2766496
884	128069	2766162
885	128205	2765833
886	128350	2765687
887	128493	2765512
888	128635	2765301
889	128783	2765217
890	128932	2765176
891	129086	2765238
892	129232	2765107
893	129387	2765194
894	129534	2765094
895	129682	2765020
896	129831	2764966
897	129981	2764928
898	130121	2764688
899	130256	2764335
900	130395	2764063
901	130537	2763861
902	130679	2763670
903	130826	2763561
904	130969	2763381
905	131115	2763264
906	131260	2763119
907	131404	2762976
908	131550	2762846
909	131696	2762734
910	131839	2762553
911	131976	2762248
912	132109	2761858
913	132246	2761545
914	132383	2761240
915	132518	2760897
916	132661	2760724
917	132812	2760704
918	132955	2760524
919	133102	2760423
920	133248	2760314
921	133395	2760213
922	133540	2760086
923	133686	2759952
924	133837	2759941
925	133986	2759900
926	134131	2759753
927	134274	2759578
928	134412	2759297
929	134547	2758945
930	134690	2758759
931	134840	2758740
932	134987	2758643
933	135129	2758442
934	135275	2758313
935	135418	2758139
936	135562	2757986
937	135714	2757993
938	135860	2757863
939	136008	2757796
940	136156	2757711
941	136303	2757612
942	136447	2757450
943	136583	2757142
944	136735	2757139
945	136880	2756994
946	137029	2756934
947	137177	2756865
948	137312	2756520
949	137450	2756234
950	137582	2755854
951	137730	2755774
952	137876	2755646
953	138024	2755580
954	138174	2755532
955	138318	2755373
956	138463	2755235
957	138605	2755030
958	138747	2754832
959	138884	2754542
960	139019	2754214
961	139157	2753921
962	139297	2753698
963	139437	2753459
964	139583	2753334
965	139736	2753365
966	139881	2753222
967	140029	2753140
968	140175	2753020
969	140324	2752959
970	140469	2752830
971	140618	2752763
972	140762	2752605
973	140907	2752471
974	141050	2752296
975	141192	2752092
976	141336	2751947
977	141476	2751708
978	141620	2751536
979	141762	2751356
980	141911	2751288
981	142054	2751116
982	142194	2750880
983	142332	2750608
984	142471	2750351
985	142616	2750208
986	142758	2750017
987	142911	2750030
988	143053	2749832
989	143200	2749729
990	143345	2749599
991	143490	2749462
992	143635	2749326
993	143785	2749275
994	143928	2749103
995	144064	2748804
996	144199	2748471
997	144334	2748141
998	144471	2747847
999	144616	2747721
1000	144768	2747712
1001	144916	2747632
1002	145065	2747557
1003	145216	2747549
1004	145362	2747429
1005	145510	2747350
1006	145660	2747290
1007	145807	2747207
1008	145955	2747121
1009	146101	2747000
1010	146241	2746766
1011	146377	2746459
1012	146513	2746151
1013	146656	2745971
1014	146799	2745792
1015	146948	2745739
1016	147096	2745648
1017	147242	2745541
1018	147384	2745343
1019	147526	2745151
1020	147673	2745040
1021	147811	2744777
1022	147948	2744492
1023	148096	2744408
1024	148229	2744050
1025	148370	2743850
1026	148511	2743631
1027	148652	2743428
1028	148802	2743368
1029	148950	2743293
1030	149102	2743288
1031	149249	2743188
1032	149396	2743088
1033	149542	2742960
1034	149688	2742839
1035	149838	2742793
1036	149985	2742688
1037	150138	2742699
1038	150287	2742635
1039	150425	2742366
1040	150564	2742122
1041	150707	2741954
1042	150855	2741865
1043	151010	2741907
1044	151149	2741660
1045	151292	2741481
1046	151427	2741162
1047	151566	2740917
1048	151710	2740766
1049	151855	2740633
1050	151998	2740462
1051	152144	2740327
1052	152297	2740347
1053	152447	2740286
1054	152597	2740249
1055	152735	2739990
1056	152871	2739683
1057	153009	2739414
1058	153146	2739129
1059	153294	2739054
1060	153437	2738878
1061	153579	2738692
1062	153723	2738543
1063	153867	2738376
1064	154015	2738285
1065	154165	2738252
1066	154319	2738274
1067	154472	2738274
1068	154618	2738147
1069	154762	2737989
1070	154907	2737850
1071	155057	2737804
1072	155215	2737889
1073	155359	2737735
1074	155502	2737560
1075	155652	2737507
1076	155803	2737487
1077	155947	2737333
1078	156084	2737040
1079	156218	2736718
1080	156353	2736400
1081	156493	2736180
1082	156643	2736123
1083	156792	2736061
1084	156937	2735920
1085	157084	2735810
1086	157230	2735702
1087	157377	2735593
1088	157523	2735472
1089	157672	2735406
1090	157815	2735221
1091	157948	2734888
1092	158082	2734558
1093	158216	2734226
1094	158353	2733955
1095	158490	2733665
1096	158637	2733567
1097	158787	2733515
1098	158937	2733466
1099	159086	2733397
1100	159237	2733366
1101	159381	2733203
1102	159527	2733087
1103	159678	2733050
1104	159827	2732977
1105	159983	2733019
1106	160145	2733176
1107	160294	2733113
1108	160445	2733066
1109	160600	2733105
1110	160753	2733100
1111	160911	2733185
1112	161065	2733196
1113	161214	2733115
1114	161360	2732996
1115	161505	2732855
1116	161659	2732876
1117	161813	2732874
1118	161966	2732880
1119	162124	2732951
1120	162277	2732955
1121	162424	2732838
1122	162572	2732756
1123	162729	2732819
1124	162879	2732764
1125	163029	2732691
1126	163177	2732607
1127	163322	2732459
1128	163466	2732316
1129	163616	2732256
1130	163762	2732120
1131	163910	2732038
1132	164062	2732015
1133	164219	2732071
1134	164371	2732043
1135	164513	2731853
1136	164658	2731713
1137	164804	2731591
1138	164945	2731371
1139	165085	2731151
1140	165223	2730888
1141	165367	2730736
1142	165522	2730767
1143	165674	2730740
1144	165817	2730565
1145	165964	2730455
1146	166115	2730412
1147	166261	2730279
1148	166409	2730194
1149	166561	2730159
1150	166712	2730117
1151	166858	2729989
1152	166995	2729717
1153	167132	2729445
1154	167269	2729171
1155	167409	2728944
1156	167557	2728859
1157	167704	2728750
1158	167852	2728654
1159	168004	2728626
1160	168151	2728520
1161	168296	2728369
1162	168438	2728190
1163	168587	2728109
1164	168740	2728098
1165	168892	2728063
1166	169034	2727864
1167	169176	2727675
1168	169318	2727494
1169	169463	2727340
1170	169610	2727233
1171	169756	2727105
1172	169905	2727041
1173	170048	2726856
1174	170195	2726743
1175	170338	2726571
1176	170480	2726378
1177	170621	2726172
1178	170760	2725935
1179	170904	2725776
1180	171042	2725533
1181	171180	2725268
1182	171318	2725016
1183	171452	2724706
1184	171601	2724621
1185	171746	2724490
1186	171891	2724348
1187	172042	2724301
1188	172189	2724185
1189	172334	2724043
1190	172479	2723894
1191	172625	2723780
1192	172771	2723654
1193	172931	2723750
1194	173086	2723762
1195	173233	2723654
1196	173378	2723506
1197	173520	2723315
1198	173655	2723017
1199	173793	2722762
1200	173930	2722493
1201	174071	2722296
1202	174215	2722135
1203	174354	2721893
1204	174493	2721659
1205	174635	2721482
1206	174776	2721278
1207	174923	2721164
1208	175072	2721075
1209	175222	2721023
1210	175372	2720953
1211	175517	2720805
1212	175658	2720605
1213	175805	2720498
1214	175951	2720369
1215	176103	2720332
1216	176252	2720257
1217	176400	2720152
1218	176545	2720012
1219	176685	2719796
1220	176820	2719501
1221	176957	2719239
1222	177091	2718929
1223	177228	2718662
1224	177377	2718574
1225	177529	2718542
1226	177674	2718404
1227	177817	2718236
1228	177962	2718095
1229	178106	2717933
1230	178253	2717829
1231	178405	2717789
1232	178557	2717747
1233	178705	2717650
1234	178851	2717536
1235	179000	2717451
1236	179144	2717292
1237	179285	2717084
1238	179427	2716894
1239	179573	2716777
1240	179717	2716620
1241	179863	2716485
1242	180003	2716265
1243	180143	2716051
1244	180278	2715760
1245	180417	2715525
1246	180567	2715459
1247	180715	2715364
1248	180861	2715232
1249	181007	2715116
1250	181150	2714940
1251	181298	2714837
1252	181449	2714787
1253	181585	2714515
1254	181728	2714345
1255	181876	2714251
1256	182016	2714026
1257	182153	2713767
1258	182288	2713482
1259	182430	2713284
1260	182579	2713203
1261	182723	2713054
1262	182873	2712981
1263	183021	2712884
1264	183165	2712726
1265	183317	2712689
1266	183461	2712531
1267	183605	2712386
1268	183750	2712244
1269	183901	2712178
1270	184046	2712048
1271	184191	2711896
1272	184333	2711715
1273	184478	2711571
1274	184618	2711359
1275	184754	2711085
1276	184895	2710887
1277	185041	2710757
1278	185182	2710553
1279	185318	2710287
1280	185462	2710126
1281	185609	2710010
1282	185758	2709926
1283	185914	2709948
1284	186074	2710024
1285	186233	2710092
1286	186378	2709949
1287	186526	2709845
1288	186676	2709779
1289	186826	2709713
1290	186975	2709623
1291	187122	2709505
1292	187264	2709325
1293	187402	2709087
1294	187550	2708986
1295	187696	2708856
1296	187842	2708725
1297	187984	2708541
1298	188122	2708304
1299	188272	2708231
1300	188419	2708108
1301	188573	2708103
1302	188721	2708003
1303	188872	2707950
1304	189018	2707820
1305	189162	2707654
1306	189304	2707471
1307	189453	2707388
1308	189599	2707260
1309	189749	2707188
1310	189895	2707057
1311	190039	2706897
1312	190179	2706692
1313	190324	2706547
1314	190475	2706488
1315	190621	2706358
1316	190765	2706201
1317	190912	2706087
1318	191058	2705960
1319	191202	2705798
1320	191348	2705680
1321	191509	2705765
1322	191661	2705715
1323	191806	2705575
1324	191951	2705425
1325	192088	2705180
1326	192224	2704907
1327	192368	2704748
1328	192516	2704641
1329	192664	2704544
1330	192809	2704396
1331	192957	2704298
1332	193106	2704211
1333	193247	2704020
1334	193391	2703859
1335	193541	2703791
1336	193687	2703653
1337	193826	2703435
1338	193967	2703237
1339	194109	2703053
1340	194242	2702740
1341	194386	2702581
1342	194535	2702494
1343	194691	2702502
1344	194846	2702494
1345	194994	2702401
1346	195142	2702295
1347	195286	2702145
1348	195434	2702042
1349	195580	2701903
1350	195722	2701729
1351	195870	2701627
1352	196012	2701431
1353	196147	2701161
1354	196279	2700840
1355	196424	2700688
1356	196567	2700526
1357	196715	2700425
1358	196867	2700379
1359	197016	2700285
1360	197162	2700151
1361	197307	2700007
1362	197446	2699786
1363	197586	2699579
1364	197719	2699274
1365	197859	2699056
1366	198005	2698925
1367	198151	2698799
1368	198285	2698508
1369	198426	2698308
1370	198575	2698222
1371	198723	2698117
1372	198872	2698029
1373	199022	2697960
1374	199170	2697851
1375	199317	2697732
1376	199464	2697628
1377	199611	2697509
1378	199759	2697402
1379	199905	2697278
1380	200051	2697151
1381	200202	2697078
1382	200344	2696901
1383	200485	2696701
1384	200624	2696478
1385	200764	2696274
1386	200901	2696019
1387	201038	2695766
1388	201179	2695569
1389	201323	2695421
1390	201471	2695315
1391	201620	2695224
1392	201772	2695174
1393	201923	2695119
1394	202070	2694993
1395	202213	2694821
1396	202360	2694713
1397	202507	2694602
1398	202652	2694453
1399	202798	2694325
1400	202944	2694192
1401	203090	2694059
1402	203234	2693907
1403	203378	2693749
1404	203524	2693617
1405	203672	2693514
1406	203814	2693332
1407	203949	2693065
1408	204088	2692835
1409	204226	2692596
1410	204370	2692449
1411	204518	2692348
1412	204674	2692350
1413	204826	2692295
1414	204973	2692182
1415	205118	2692040
1416	205261	2691867
1417	205409	2691758
1418	205560	2691693
1419	205706	2691571
1420	205847	2691378
1421	205983	2691111
1422	206124	2690916
1423	206261	2690663
1424	206410	2690582
1425	206555	2690434
1426	206701	2690306
1427	206852	2690235
1428	207000	2690131
1429	207149	2690041
1430	207291	2689866
1431	207435	2689713
1432	207583	2689604
1433	207728	2689457
1434	207873	2689323
1435	208018	2689179
1436	208159	2688981
1437	208303	2688821
1438	208450	2688704
1439	208596	2688579
1440	208740	2688417
1441	208892	2688368
1442	209038	2688233
1443	209186	2688139
1444	209333	2688012
1445	209479	2687879
1446	209617	2687653
1447	209756	2687434
1448	209900	2687281
1449	210047	2687161
1450	210188	2686971
1451	210334	2686839
1452	210480	2686704
1453	210626	2686572
1454	210776	2686495
1455	210922	2686367
1456	211080	2686389
1457	211232	2686329
1458	211378	2686204
1459	211525	2686083
1460	211684	2686118
1461	211830	2685987
1462	211971	2685792
1463	212117	2685660
1464	212265	2685553
1465	212420	2685542
1466	212570	2685455
1467	212727	2685470
1468	212873	2685340
1469	213024	2685267
1470	213177	2685226
1471	213329	2685170
1472	213473	2685016
1473	213614	2684818
1474	213757	2684653
1475	213900	2684476
1476	214041	2684284
1477	214183	2684105
1478	214338	2684082
1479	214489	2684015
1480	214638	2683929
1481	214787	2683832
1482	214937	2683752
1483	215091	2683713
1484	215239	2683603
1485	215386	2683494
1486	215540	2683459
1487	215691	2683388
1488	215837	2683254
1489	215986	2683161
1490	216124	2682927
1491	216270	2682798
1492	216422	2682743
1493	216577	2682724
1494	216726	2682629
1495	216872	2682495
1496	217010	2682257
1497	217149	2682047
