iter	RMSE
203	91.43601851
204	91.31666176
205	91.20688455
206	91.02182898
207	90.6508348
208	90.53197455
209	90.28739721
210	90.17049364
211	90.02842227
212	89.79092688
213	89.70254953
214	89.59610192
215	89.49417084
216	89.42708328
217	89.16064715
218	89.00433974
219	88.94446375
220	88.8959233
221	88.71926324
222	88.50851806
223	88.40317075
224	88.31729577
225	88.27952863
226	88.17517099
227	87.9051079
228	87.8466451
229	87.6523603
230	87.52693013
231	87.44200787
232	87.39915438
233	87.27638779
234	87.15597172
235	87.09192534
236	87.01397684
237	86.94706544
238	86.78391362
239	86.63417336
240	86.27075809
241	86.21013027
242	86.08977244
243	86.05071598
244	85.94821624
245	85.91579229
246	85.81891572
247	85.65665787
248	85.42372815
249	85.25107747
250	85.13626493
251	84.98621167
252	84.91219655
253	84.77561172
254	84.6483111
255	84.52562802
256	84.26532502
257	84.21230558
258	84.12366022
259	83.94281109
260	83.91028999
261	83.78845842
262	83.70341317
263	83.60301023
264	83.44496614
265	83.33306543
266	83.28746303
267	83.08618352
268	82.92922768
269	82.85241325
270	82.77264337
271	82.71085469
272	82.50808898
273	82.42583758
274	82.36937137
275	82.2573043
276	82.13399973
277	82.10802802
278	82.0530565
279	81.8812157
280	81.75307207
281	81.63935637
282	81.56592959
283	81.45840448
284	81.27719539
285	81.23755405
286	81.14923972
287	80.91901878
288	80.84838041
289	80.77474438
290	80.74365322
291	80.54895308
292	80.50017935
293	80.45197942
294	80.3542491
295	80.29331594
296	80.07216288
297	80.01882849
298	79.97333507
299	79.89331074
300	79.86142116
301	79.8155485
302	79.73987089
303	79.6030103
304	79.4382171
305	79.40801756
306	79.35139673
307	79.31444899
308	79.239806
309	79.19831508
310	79.09240354
311	79.00563482
312	78.97166539
313	78.91909294
314	78.84955428
315	78.79583006
316	78.75329845
317	78.70305189
318	78.6309615
319	78.55679948
320	78.48860807
321	78.42306977
322	78.35785232
323	78.32712396
324	78.28893219
325	78.22475729
326	78.09249402
327	77.99455636
328	77.83500645
329	77.78241873
330	77.6807892
331	77.46340202
332	77.25189457
333	77.12641221
334	77.07580656
335	76.97025478
336	76.95351924
337	76.90640423
338	76.8828985
339	76.84112784
340	76.78998503
341	76.62803184
342	76.50253476
343	76.4653168
344	76.37353011
345	76.20239841
346	76.05585505
347	76.02610545
348	75.99317053
349	75.93570164
350	75.85585283
351	75.81853716
352	75.73549727
353	75.70166127
354	75.66536011
355	75.63327787
356	75.46821343
357	75.28592153
358	75.11132251
359	75.06086642
360	74.99578854
361	74.92139012
362	74.85913657
363	74.70524025
364	74.65807594
365	74.63320437
366	74.5921442
367	74.54341789
368	74.45950688
369	74.42209693
370	74.38551392
371	74.35343142
372	74.31175463
373	74.26172861
374	74.2160843
375	74.07298443
376	74.03328312
377	73.98272223
378	73.94560655
379	73.69969204
380	73.66886532
381	73.60407641
382	73.48723219
383	73.31907652
384	73.28508038
385	73.21311889
386	73.15496292
387	73.12069092
388	73.09175801
389	73.03170136
390	72.99201953
391	72.94761725
392	72.74199504
393	72.69908774
394	72.49161653
395	72.39390706
396	72.29095188
397	72.10005792
398	72.07198702
399	72.02240441
400	71.88291014
401	71.82533767
402	71.72084779
403	71.61296107
404	71.58795732
405	71.52511318
406	71.48908058
407	71.38769372
408	71.36209947
409	71.31541432
410	71.26324603
411	71.20833619
412	71.16232376
413	71.13585763
414	71.11585847
415	71.07308735
416	71.01172186
417	70.90908958
418	70.83873366
419	70.78016826
420	70.73804916
421	70.66055995
422	70.59436967
423	70.53425091
424	70.45553143
425	70.41173282
426	70.35879326
427	70.22593705
428	70.16894499
429	70.1411215
430	70.10704605
431	69.98980524
432	69.92912606
433	69.86075116
434	69.78357415
435	69.73519359
436	69.698868
437	69.66295768
438	69.58728891
439	69.55645221
440	69.5167817
441	69.42677115
442	69.26633962
443	69.15522211
444	69.07502778
445	68.95276194
446	68.8922844
447	68.8620939
448	68.81317275
449	68.77404074
450	68.73104289
451	68.71084807
452	68.66049167
453	68.59374983
454	68.41898353
455	68.37319465
456	68.27898016
457	68.22965036
458	68.1563315
459	68.12671984
460	68.10369983
461	68.0298333
462	67.99283612
463	67.92037082
464	67.81362606
465	67.68591477
466	67.66446858
467	67.5895464
468	67.55825921
469	67.46150368
470	67.42614583
471	67.32533886
472	67.29200539
473	67.23892892
474	67.2089927
475	67.01453383
476	66.9807226
477	66.95479553
478	66.89464257
479	66.84659587
480	66.79180298
481	66.72342284
482	66.70356217
483	66.62498878
484	66.57156261
485	66.54157366
486	66.50230952
487	66.44315784
488	66.39706551
489	66.35147955
490	66.27170312
491	66.16801102
492	66.02892584
493	65.97025144
494	65.95368529
495	65.87254615
496	65.85113713
497	65.8178668
498	65.78789824
499	65.77254285
500	65.75002788
501	65.69028672
502	65.66622339
503	65.62569908
504	65.57620359
505	65.54107584
506	65.469882
507	65.42197385
508	65.33128934
509	65.27807089
510	65.1853755
511	65.14695549
512	65.11307596
513	64.97771279
514	64.94370877
515	64.9004588
516	64.8440332
517	64.76396341
518	64.72102658
519	64.6895066
520	64.57927149
521	64.52771424
522	64.50615376
523	64.48505131
524	64.43171239
525	64.31095389
526	64.18087867
527	64.10478523
528	64.05792777
529	64.01188702
530	63.93035524
531	63.8329876
532	63.78331223
533	63.72503157
534	63.70194968
535	63.66470961
536	63.62541791
537	63.58082463
538	63.5465228
539	63.48179671
540	63.3807605
541	63.336727
542	63.30298864
543	63.25156413
544	63.17242508
545	63.12355276
546	63.06995992
547	63.02172786
548	62.9594433
549	62.92384258
550	62.88769596
551	62.86344939
552	62.83727261
553	62.73627545
554	62.63130173
555	62.60274279
556	62.51691873
557	62.49903219
558	62.47733682
559	62.41624542
560	62.36345244
561	62.34086046
562	62.30693084
563	62.24171322
564	62.2228602
565	62.13506913
566	62.10477378
567	62.05657633
568	62.00800568
569	61.9657778
570	61.84755257
571	61.78516826
572	61.7572102
573	61.72902615
574	61.68596914
575	61.63902436
576	61.53301117
577	61.49990437
578	61.46596924
579	61.43975794
580	61.32722054
581	61.30056671
582	61.22549052
583	61.19531882
584	61.16437361
585	61.12263228
586	61.09319604
587	61.07765729
588	61.04222947
589	60.97190463
590	60.88204172
591	60.83641999
592	60.78745983
593	60.75916187
594	60.71437111
595	60.67893681
596	60.63291804
597	60.5482853
598	60.48725848
599	60.457732
600	60.41020672
601	60.38893003
602	60.3603331
603	60.32080907
604	60.24097728
605	60.1954041
606	60.14703804
607	60.11832682
608	60.07111492
609	60.05574312
610	60.03385037
611	59.9989645
612	59.96973835
613	59.93547519
614	59.89709224
615	59.86121325
616	59.77620205
617	59.75526218
618	59.70884892
619	59.66806185
620	59.62471873
621	59.59728193
622	59.55744199
623	59.5186702
624	59.48956327
625	59.4494415
626	59.39278881
627	59.3407901
628	59.30621327
629	59.27203216
630	59.22960085
631	59.19455651
632	59.1587478
633	59.07646305
634	59.02619666
635	58.98734616
636	58.9517852
637	58.91000547
638	58.86240702
639	58.81128204
640	58.77662514
641	58.73690357
642	58.67833597
643	58.64842185
644	58.6274506
645	58.54230812
646	58.47244188
647	58.38299161
648	58.35406352
649	58.31753551
650	58.29051166
651	58.19438593
652	58.15262336
653	58.13080809
654	58.08785498
655	58.06095689
656	58.04100853
657	58.00684854
658	57.9608299
659	57.86876579
660	57.84751002
661	57.7512824
662	57.68971665
663	57.66198663
664	57.6100689
665	57.59411959
666	57.53039726
667	57.46140292
668	57.36654872
669	57.33309155
670	57.2948227
671	57.25117754
672	57.2168514
673	57.17417795
674	57.13251728
675	57.08356805
676	57.04312689
677	57.00107221
678	56.97264466
679	56.92598818
680	56.88494294
681	56.84508572
682	56.78061484
683	56.74548744
684	56.72008143
685	56.64751517
686	56.61262538
687	56.58882763
688	56.5597354
689	56.5229078
690	56.48461715
691	56.42816748
692	56.36059207
693	56.31578147
694	56.2987565
695	56.2746069
696	56.22063863
697	56.14760439
698	56.12897023
699	56.10355488
700	56.0456928
701	56.00889622
702	55.98453645
703	55.95988891
704	55.94080515
705	55.92669275
706	55.87781651
707	55.83503166
708	55.80864854
709	55.76980027
710	55.74693768
711	55.71573664
712	55.6845619
713	55.65422689
714	55.63416824
715	55.61026324
716	55.53709983
717	55.52631175
718	55.4784906
719	55.44387241
720	55.43075189
721	55.40486761
722	55.36884228
723	55.33436895
724	55.31129427
725	55.29129224
726	55.2611783
727	55.24314378
728	55.22946737
729	55.20174805
730	55.16239347
731	55.08572129
732	55.05952869
733	54.99920941
734	54.94942031
735	54.87667547
736	54.8215995
737	54.79907388
738	54.78145161
739	54.76134598
740	54.73209831
741	54.67980332
742	54.66235882
743	54.60455371
744	54.56144285
745	54.52401987
746	54.49886582
747	54.40850217
748	54.38147061
749	54.35629673
750	54.30615097
751	54.28446818
752	54.25220802
753	54.22198364
754	54.20529326
755	54.17762059
756	54.15804581
757	54.11685943
758	54.09492842
759	54.07337837
760	54.00784627
761	53.98416821
762	53.91208645
763	53.90011357
764	53.88484725
765	53.87223047
766	53.8544879
767	53.82001345
768	53.78065377
769	53.72652087
770	53.69405282
771	53.60823693
772	53.58775204
773	53.56455053
774	53.551309
775	53.52571728
776	53.48309618
777	53.47025719
778	53.45613119
779	53.40326562
780	53.35898424
781	53.31658508
782	53.29016307
783	53.21724822
784	53.18208261
785	53.16605384
786	53.11847975
787	53.08827802
788	52.98671641
789	52.96392681
790	52.91576381
791	52.89902416
792	52.88205109
793	52.84871521
794	52.83521156
795	52.82533902
796	52.78220576
797	52.74402009
798	52.70435779
799	52.63843096
800	52.59029706
801	52.5537972
802	52.51935633
803	52.48754911
804	52.42118036
805	52.39646277
806	52.34945007
807	52.33469301
808	52.30942102
809	52.29634911
810	52.21876703
811	52.20115659
812	52.17053397
813	52.1462681
814	52.12743235
815	52.09110568
816	52.06845878
817	52.04970953
818	51.97612708
819	51.9605454
820	51.91729623
821	51.86981108
822	51.8405695
823	51.81673436
824	51.79693762
825	51.77882908
826	51.69195276
827	51.63453976
828	51.58571214
829	51.55577427
830	51.50786171
831	51.46857008
832	51.42534432
833	51.37297899
834	51.34187748
835	51.29176521
836	51.26724961
837	51.25284459
838	51.16898727
839	51.1281281
840	51.09124372
841	51.06865615
842	51.03832486
843	50.99083386
844	50.96228157
845	50.93336955
846	50.89730769
847	50.86021445
848	50.84573468
849	50.81868393
850	50.79497402
851	50.72476775
852	50.68802377
853	50.63856765
854	50.62747743
855	50.6091254
856	50.59697419
857	50.56613098
858	50.51780897
859	50.49856703
860	50.45399321
861	50.420423
862	50.40397842
863	50.39885618
864	50.3589253
865	50.34127932
866	50.32457853
867	50.30922647
868	50.26935151
869	50.2478211
870	50.23524349
871	50.21548766
872	50.20675299
873	50.11269754
874	50.07867366
875	50.04950153
876	50.02712715
877	50.00730639
878	49.97387727
879	49.94886179
880	49.93783802
881	49.89868799
882	49.88409147
883	49.85639454
884	49.83043333
885	49.76637924
886	49.73698041
887	49.71067224
888	49.67165943
889	49.64162785
890	49.61789719
891	49.58681117
892	49.55785176
893	49.53609057
894	49.51530818
895	49.47607858
896	49.45638147
897	49.4195334
898	49.38392289
899	49.35544595
900	49.33899988
901	49.29700434
902	49.26898652
903	49.25215208
904	49.21358832
905	49.15920098
906	49.13969092
907	49.06111136
908	49.04330437
909	49.03368318
910	49.01967814
911	48.99260925
912	48.94618926
913	48.91015359
914	48.84542285
915	48.80484905
916	48.78885465
917	48.75627663
918	48.70835572
919	48.67385038
920	48.66110843
921	48.63731276
922	48.60513574
923	48.58589369
924	48.54007879
925	48.5097144
926	48.49857929
927	48.44898857
928	48.3529972
929	48.33809274
930	48.31015895
931	48.28813225
932	48.27131715
933	48.26390596
934	48.24550786
935	48.21765163
936	48.19678574
937	48.17292405
938	48.10955979
939	48.06445031
940	48.05467728
941	48.00318157
942	47.9918348
943	47.95836725
944	47.94771182
945	47.93541858
946	47.87727823
947	47.84140403
948	47.80520864
949	47.79343067
950	47.75949295
951	47.74621703
952	47.72594766
953	47.70790533
954	47.69170593
955	47.65261481
956	47.60850633
957	47.56941645
958	47.54574103
959	47.48122409
960	47.4379253
961	47.37761657
962	47.35533029
963	47.34150419
964	47.31775676
965	47.27310945
966	47.25481491
967	47.22878869
968	47.21029572
969	47.17416734
970	47.14002846
971	47.10619274
972	47.08905821
973	47.06868713
974	47.03907311
975	47.01633674
976	46.98605252
977	46.97734112
978	46.96501475
979	46.92350619
980	46.90180299
981	46.87007284
982	46.85796929
983	46.82852737
984	46.79378552
985	46.77767566
986	46.73876898
987	46.71692739
988	46.65008275
989	46.60897862
990	46.59077375
991	46.56488593
992	46.53395402
993	46.50255017
994	46.4738259
995	46.45459203
996	46.41461108
997	46.39273287
998	46.36521232
999	46.34838145
1000	46.33247314
1001	46.30985398
1002	46.29404365
1003	46.27594622
1004	46.26136658
1005	46.25105998
1006	46.22538277
1007	46.21063406
1008	46.19086761
1009	46.16453448
1010	46.15195349
1011	46.1387797
1012	46.11833307
1013	46.10195393
1014	46.0733729
1015	46.05171672
1016	46.01894901
1017	45.99882871
1018	45.97375251
1019	45.91904914
1020	45.89225184
1021	45.87183609
1022	45.83278939
1023	45.81208887
1024	45.77792649
1025	45.74273931
1026	45.72750578
1027	45.70953091
1028	45.68998904
1029	45.66885857
1030	45.65720857
1031	45.64148275
1032	45.62574777
1033	45.57808311
1034	45.55542288
1035	45.51005395
1036	45.48131158
1037	45.45883154
1038	45.42415904
1039	45.41308493
1040	45.39242609
1041	45.38000251
1042	45.36681701
1043	45.351162
1044	45.34185853
1045	45.28362
1046	45.26692683
1047	45.24948878
1048	45.23094047
1049	45.21621448
1050	45.20231235
1051	45.16528585
1052	45.14610652
1053	45.13355679
1054	45.10597549
1055	45.09441783
1056	45.06498961
1057	45.02408813
1058	45.00017369
1059	44.97737405
1060	44.96042123
1061	44.91831739
1062	44.8959567
1063	44.87888477
1064	44.8436616
1065	44.78403481
1066	44.7618815
1067	44.73234757
1068	44.71057031
1069	44.6969002
1070	44.6822549
1071	44.650355
1072	44.62646848
1073	44.61698927
1074	44.59156862
1075	44.57400875
1076	44.55858465
1077	44.55123557
1078	44.53662253
1079	44.50921573
1080	44.49262015
1081	44.4607427
1082	44.44883152
1083	44.39440604
1084	44.38004785
1085	44.35553005
1086	44.33771335
1087	44.31651255
1088	44.30222111
1089	44.29237098
1090	44.28304849
1091	44.25685751
1092	44.23409559
1093	44.19203418
1094	44.15817237
1095	44.13643313
1096	44.11993394
1097	44.06864167
1098	44.05523763
1099	44.03290391
1100	44.01179701
1101	44.00039914
1102	43.98400244
1103	43.96133896
1104	43.88245719
1105	43.83950845
1106	43.82629991
1107	43.81704897
1108	43.80555236
1109	43.78314869
1110	43.75879439
1111	43.74424918
1112	43.72274638
1113	43.67565148
1114	43.65411833
1115	43.63901417
1116	43.61211281
1117	43.59020041
1118	43.55911098
1119	43.54941973
1120	43.49894867
1121	43.47734761
1122	43.4661734
1123	43.45543211
1124	43.4340056
1125	43.40967207
1126	43.3854236
1127	43.3667048
1128	43.35440762
1129	43.3373682
1130	43.32169209
1131	43.31013161
1132	43.29132263
1133	43.27305792
1134	43.24814328
1135	43.22718819
1136	43.18006885
1137	43.12917532
1138	43.10824218
1139	43.07014679
1140	43.03391034
1141	43.01911965
1142	42.98995529
1143	42.98037273
1144	42.96790072
1145	42.94789471
1146	42.92482195
1147	42.90953203
1148	42.87443497
1149	42.8175885
1150	42.79480875
1151	42.73468952
1152	42.72015161
1153	42.69584041
1154	42.68893519
1155	42.67281156
1156	42.62082116
1157	42.60082379
1158	42.57392279
1159	42.56263957
1160	42.54709432
1161	42.53010595
1162	42.50866649
1163	42.49751507
1164	42.47669852
1165	42.45644578
1166	42.44076624
1167	42.42536892
1168	42.40259535
1169	42.3870268
1170	42.37277153
1171	42.34672201
1172	42.33087689
1173	42.31053275
1174	42.29165832
1175	42.27095548
1176	42.25989771
1177	42.23821478
1178	42.19907645
1179	42.18456918
1180	42.17244645
1181	42.14637476
1182	42.13583536
1183	42.11060024
1184	42.09400773
1185	42.07442379
1186	42.0645469
1187	42.04778033
1188	42.01946939
1189	42.0076995
1190	41.96542262
1191	41.93824848
1192	41.90448915
1193	41.87461758
1194	41.84718211
1195	41.82671875
1196	41.79981762
1197	41.77415789
1198	41.75524773
1199	41.73851926
1200	41.71858813
1201	41.70585818
1202	41.69196755
1203	41.65728397
1204	41.64466046
1205	41.6081776
1206	41.58235981
1207	41.57272449
1208	41.54574216
1209	41.50884854
1210	41.49155934
1211	41.47031837
1212	41.45101333
1213	41.4395301
1214	41.42853497
1215	41.40345727
1216	41.37873459
1217	41.35636598
1218	41.33317348
1219	41.2877691
1220	41.27123307
1221	41.2487116
1222	41.23484852
1223	41.2194609
1224	41.19374035
1225	41.15972149
1226	41.13873878
1227	41.1129058
1228	41.0976951
1229	41.08076392
1230	41.06679773
1231	41.05117827
1232	41.03282042
1233	41.01990095
1234	41.00578075
1235	40.99480083
1236	40.96385793
1237	40.95059539
1238	40.92751936
1239	40.90058262
1240	40.87251223
1241	40.85674496
1242	40.84853289
1243	40.81868851
1244	40.80340123
1245	40.77979724
1246	40.77274593
1247	40.7588722
1248	40.74343048
1249	40.73317108
1250	40.71520992
1251	40.70225467
1252	40.68200999
1253	40.66876909
1254	40.64283201
1255	40.62082379
1256	40.59007847
1257	40.53860972
1258	40.52610348
1259	40.51071702
1260	40.49784497
1261	40.48831691
1262	40.46405035
1263	40.44795636
1264	40.39739014
1265	40.3759214
1266	40.29736361
1267	40.28513788
1268	40.2652585
1269	40.22068872
1270	40.1901014
1271	40.148432
1272	40.13725852
1273	40.10890425
1274	40.09588453
1275	40.08640091
1276	40.07243895
1277	40.05521996
1278	40.04417722
1279	40.02957906
1280	40.0064949
1281	39.98366382
1282	39.97479762
1283	39.96526814
1284	39.94109751
1285	39.91798757
1286	39.89120833
1287	39.86980806
1288	39.85098497
1289	39.8238011
1290	39.80815182
1291	39.79188909
1292	39.78200269
1293	39.76849776
1294	39.75465885
1295	39.73479364
1296	39.72318381
1297	39.71263936
1298	39.69259479
1299	39.65630771
1300	39.61900934
1301	39.59180141
1302	39.55140853
1303	39.53585947
1304	39.52509658
1305	39.51481904
1306	39.49566329
1307	39.47184524
1308	39.45352953
1309	39.41619334
1310	39.37430521
1311	39.36167483
1312	39.34108414
1313	39.32880253
1314	39.31374563
1315	39.29446089
1316	39.28387643
1317	39.25421662
1318	39.23729376
1319	39.22417031
1320	39.1975604
1321	39.17016429
1322	39.14362754
1323	39.09695081
1324	39.08554284
1325	39.06923876
1326	39.04989901
1327	39.01699861
1328	39.00934898
1329	38.98903735
1330	38.9765711
1331	38.96609162
1332	38.94148024
1333	38.93151075
1334	38.91026701
1335	38.89125521
1336	38.8801645
1337	38.86590066
1338	38.85215858
1339	38.83230303
1340	38.82484367
1341	38.80334266
1342	38.78719176
1343	38.77216534
1344	38.7654689
1345	38.7489265
1346	38.73508197
1347	38.72136517
1348	38.70433508
1349	38.68822747
1350	38.65838636
1351	38.64150425
1352	38.63221563
1353	38.61423082
1354	38.59378609
1355	38.57336555
1356	38.55217993
1357	38.53275867
1358	38.51762051
1359	38.50391444
1360	38.44718823
1361	38.42871502
1362	38.41658589
1363	38.40023591
1364	38.38129936
1365	38.37130744
1366	38.35869167
1367	38.34608385
1368	38.32210829
1369	38.31353639
1370	38.28438535
1371	38.26984653
1372	38.24819751
1373	38.2264535
1374	38.2152883
1375	38.18970605
1376	38.16721906
1377	38.15234306
1378	38.14319114
1379	38.12917285
1380	38.09801874
1381	38.08498324
1382	38.07393601
1383	38.05965401
1384	38.04910702
1385	38.02738516
1386	38.02138867
1387	38.01249415
1388	37.97678585
1389	37.95708766
1390	37.94379831
1391	37.91777656
1392	37.90147635
1393	37.88955985
1394	37.87992483
1395	37.86691732
1396	37.85640974
1397	37.84193277
1398	37.83046173
1399	37.81803435
1400	37.80460378
1401	37.79382283
1402	37.77369753
1403	37.75298045
1404	37.74492171
1405	37.71992176
1406	37.70504071
1407	37.68203472
1408	37.67141411
1409	37.65990301
1410	37.64800548
1411	37.63721426
1412	37.62009226
1413	37.60544534
1414	37.59189746
1415	37.58208488
1416	37.5751323
1417	37.56681965
1418	37.54364955
1419	37.52228478
1420	37.51338995
1421	37.50513267
1422	37.48864215
1423	37.46246707
1424	37.44148718
1425	37.42007958
1426	37.41350169
1427	37.40215998
1428	37.3525056
1429	37.33021375
1430	37.30715392
1431	37.30050759
1432	37.28286893
1433	37.26982101
1434	37.25785364
1435	37.24367148
1436	37.23321457
1437	37.21894647
1438	37.20459198
1439	37.18571682
1440	37.17339922
1441	37.15081864
1442	37.12930204
1443	37.11690711
1444	37.10736363
1445	37.09768418
1446	37.07650402
1447	37.05818936
1448	37.04374742
1449	37.01639821
1450	36.98400033
1451	36.96868259
1452	36.95761152
1453	36.94463031
1454	36.93033904
1455	36.89460338
1456	36.87348287
1457	36.84165501
1458	36.82846815
1459	36.81841004
1460	36.8072062
1461	36.79417004
1462	36.78276818
1463	36.77124984
1464	36.75444516
1465	36.74216151
1466	36.70317711
1467	36.68502045
1468	36.67686511
1469	36.66341909
1470	36.65458237
1471	36.648203
1472	36.63051227
1473	36.62191337
1474	36.61236751
1475	36.59949825
1476	36.59376465
1477	36.58833143
1478	36.5817084
1479	36.54806289
1480	36.51765224
1481	36.51089764
1482	36.49044894
1483	36.47795908
1484	36.46315454
1485	36.44127507
1486	36.42262196
1487	36.40668437
1488	36.39084093
1489	36.37492658
1490	36.36528026
1491	36.32881108
1492	36.31487907
1493	36.29178469
1494	36.25844538
1495	36.24044755
1496	36.21152995
1497	36.19850337
1498	36.18842666
1499	36.17353919
1500	36.15903573
1501	36.13785223
1502	36.12488304
1503	36.11081648
1504	36.10388729
1505	36.09324764
1506	36.07252376
1507	36.06608317
1508	36.01454605
1509	35.99642799
1510	35.98799563
1511	35.97422312
1512	35.95760261
1513	35.94738414
1514	35.93341815
1515	35.92128781
1516	35.90440994
1517	35.87164804
1518	35.85546158
1519	35.83995009
1520	35.83127929
1521	35.80816739
1522	35.79246857
1523	35.74920346
1524	35.73693962
1525	35.70009604
1526	35.68823501
1527	35.68002555
1528	35.67440243
1529	35.65866439
1530	35.63926278
1531	35.60613657
1532	35.59949614
1533	35.58519634
1534	35.57430178
1535	35.5568486
1536	35.53454459
1537	35.51848116
1538	35.50483714
1539	35.49680834
1540	35.48203315
1541	35.4726239
1542	35.45920046
1543	35.44470364
1544	35.43992045
1545	35.42393522
1546	35.40477351
1547	35.38612482
1548	35.37148556
1549	35.35970971
1550	35.34545292
1551	35.32135702
1552	35.30584393
1553	35.29843229
1554	35.28635287
1555	35.27293827
1556	35.25986337
1557	35.24840462
1558	35.24093701
1559	35.23045404
1560	35.21422263
1561	35.19959773
1562	35.19050826
1563	35.17296987
1564	35.16118333
1565	35.14645053
1566	35.12301201
1567	35.10887432
1568	35.10167688
1569	35.08654771
1570	35.06445929
1571	35.04616151
1572	35.02959527
1573	34.99687904
1574	34.98027662
1575	34.96916524
1576	34.9521286
1577	34.93423568
1578	34.91057742
1579	34.89800719
1580	34.89308158
1581	34.87846309
1582	34.85590015
1583	34.83842169
1584	34.81673468
1585	34.80404924
1586	34.79116297
1587	34.7818378
1588	34.77307953
1589	34.74550021
1590	34.73558873
1591	34.71022994
1592	34.70214531
1593	34.69133897
1594	34.68322991
1595	34.6755285
1596	34.66314733
1597	34.64970255
1598	34.63674299
1599	34.62629619
1600	34.6093214
1601	34.59646459
1602	34.57808465
1603	34.56614782
1604	34.55527624
1605	34.53978256
1606	34.52594615
1607	34.50967376
1608	34.50358309
1609	34.48957631
1610	34.47684148
1611	34.45997663
1612	34.44279204
1613	34.43095324
1614	34.42029515
1615	34.4121087
1616	34.40262303
1617	34.39242218
1618	34.38196704
1619	34.36796181
1620	34.36162715
1621	34.35431231
1622	34.33377684
1623	34.31968487
1624	34.30524569
1625	34.29331134
1626	34.28222188
1627	34.27273834
1628	34.2613702
1629	34.24299157
1630	34.21436041
1631	34.17358386
1632	34.16209885
1633	34.14509634
1634	34.13047307
1635	34.11847797
1636	34.10818809
1637	34.0930122
1638	34.05795637
1639	34.03838936
1640	34.03146034
1641	34.02544336
1642	34.00631208
1643	33.99409759
1644	33.9783227
1645	33.96536733
1646	33.95569668
1647	33.94076413
1648	33.92915938
1649	33.91478114
1650	33.90398608
1651	33.89568327
1652	33.86694545
1653	33.85997191
1654	33.85095079
1655	33.81721655
1656	33.80546575
1657	33.79349942
1658	33.76144473
1659	33.74871659
1660	33.74059682
1661	33.73090672
1662	33.7140447
1663	33.70617981
1664	33.68844124
1665	33.67905547
1666	33.66799623
1667	33.65416636
